matchDay;match_name;team;score;period;periodMinute;periodSecond;OffensiveIndex;weight;xml_idevent_oi;oiTypeName;oiEventName
3;MILAN-LAZIO;LAZIO;0;2;40;47;18.9;0.2;CRF13092021104255;play;Cross
3;MILAN-LAZIO;MILAN;2;2;41;9;75.3;0.2;CRF13092021104330;play;Cross
3;MILAN-LAZIO;LAZIO;0;2;45;9;19.6;0.7;TIF13092021104554;play;Shots Outside the Box
3;ROMA-SASSUOLO;ROMA;0;1;0;19;0.2;0.2;PLF13092021125824;play;Cross
3;ROMA-SASSUOLO;SASSUOLO;0;1;2;57;0.2;0.2;PLF13092021090015;play;Cross
3;ROMA-SASSUOLO;SASSUOLO;0;1;2;59;0.4;0.2;PLF13092021125925;play;Cross
3;ROMA-SASSUOLO;ROMA;0;1;4;8;0.8;0.6;PIF13092021090231;play;Corner
3;ROMA-SASSUOLO;ROMA;0;1;4;8;4.8;4;PIF13092021090231;free kick;Promising Situations
3;ROMA-SASSUOLO;ROMA;0;1;8;14;5;0.2;CRF13092021091054;play;Cross
3;ROMA-SASSUOLO;ROMA;0;1;9;27;5.7;0.7;TIF13092021091457;play;Shots Outside the Box
3;ROMA-SASSUOLO;SASSUOLO;0;1;12;12;10.4;10;ATT13092021092338;play;Goal Opportunity
3;ROMA-SASSUOLO;ROMA;0;1;20;37;6.4;0.7;TIF13092021093403;play;Shots Outside the Box
3;ROMA-SASSUOLO;SASSUOLO;0;1;22;45;14.4;4;ATT13092021093952;play;Promising Actions
3;ROMA-SASSUOLO;ROMA;0;1;27;35;6.6;0.2;CRF13092021094350;play;Cross
3;ROMA-SASSUOLO;ROMA;0;1;33;6;16.6;10;ATT13092021095231;play;Goal Opportunity
3;ROMA-SASSUOLO;SASSUOLO;0;1;34;53;15;0.6;PIF13092021095638;play;Corner
3;ROMA-SASSUOLO;SASSUOLO;0;1;34;53;15.2;0.2;PIF13092021095638;free kick;Free Kicks came into the box
3;ROMA-SASSUOLO;ROMA;0;1;36;29;26.6;10;PIF13092021095904;free kick;Goal Opportunity
3;ROMA-SASSUOLO;ROMA;1;1;36;29;26.6;0;RTF13092021100018;goal;Goal
3;ROMA-SASSUOLO;SASSUOLO;0;1;44;0;15.8;0.6;PIF13092021100849;play;Lateral Free Kicks
3;ROMA-SASSUOLO;SASSUOLO;0;1;44;0;16;0.2;PIF13092021100849;free kick;Free Kicks came into the box
3;ROMA-SASSUOLO;SASSUOLO;0;1;46;23;20;4;ATT13092021101229;play;Promising Actions
3;ROMA-SASSUOLO;SASSUOLO;0;2;1;0;20.7;0.7;TIF13092021101728;play;Shots Outside the Box
3;ROMA-SASSUOLO;SASSUOLO;0;2;2;40;21.3;0.6;PIF13092021102135;play;Corner
3;ROMA-SASSUOLO;SASSUOLO;0;2;2;40;31.3;10;PIF13092021102135;free kick;Goal Opportunity
3;ROMA-SASSUOLO;SASSUOLO;0;2;5;2;35.3;4;ATT13092021102710;play;Promising Actions
3;ROMA-SASSUOLO;SASSUOLO;0;2;10;2;36;0.7;TIF13092021103433;play;Shots Outside the Box
3;ROMA-SASSUOLO;SASSUOLO;0;2;10;26;36.6;0.6;PIF13092021103632;play;Corner
3;ROMA-SASSUOLO;SASSUOLO;0;2;10;26;36.8;0.2;PIF13092021103632;free kick;Free Kicks came into the box
3;ROMA-SASSUOLO;SASSUOLO;0;2;11;20;37.4;0.6;PIF13092021103719;play;Corner
3;ROMA-SASSUOLO;SASSUOLO;0;2;11;20;37.6;0.2;PIF13092021103719;free kick;Free Kicks came into the box
3;ROMA-SASSUOLO;SASSUOLO;0;2;11;57;47.6;10;ATT13092021104131;play;Goal Opportunity
3;ROMA-SASSUOLO;SASSUOLO;1;2;11;57;47.6;0;RTF13092021104222;goal;Goal
3;ROMA-SASSUOLO;ROMA;1;2;13;24;36.6;10;ATT13092021104620;play;Goal Opportunity
3;ROMA-SASSUOLO;ROMA;1;2;15;39;36.8;0.2;CRF13092021105029;play;Cross
3;ROMA-SASSUOLO;ROMA;1;2;16;19;40.8;4;ATT13092021105131;play;Promising Actions
3;ROMA-SASSUOLO;ROMA;1;2;16;48;41.4;0.6;PIF13092021105304;play;Corner
3;ROMA-SASSUOLO;ROMA;1;2;16;48;41.6;0.2;PIF13092021105304;free kick;Free Kicks came into the box
3;ROMA-SASSUOLO;ROMA;1;2;16;52;43.7;2.1;TIF13092021105344;free kick;Heades Dot in the Box
3;ROMA-SASSUOLO;SASSUOLO;1;2;21;34;51.6;4;ATT13092021110257;play;Promising Actions
3;ROMA-SASSUOLO;SASSUOLO;1;2;22;43;61.6;10;ATT13092021110700;play;Goal Opportunity
3;ROMA-SASSUOLO;SASSUOLO;1;2;23;33;62.2;0.6;PIF13092021110745;play;Corner
3;ROMA-SASSUOLO;SASSUOLO;1;2;23;33;62.4;0.2;PIF13092021110745;free kick;Free Kicks came into the box
3;ROMA-SASSUOLO;ROMA;1;2;27;47;47.7;4;ATT13092021111516;play;Promising Actions
3;ROMA-SASSUOLO;ROMA;1;2;30;24;49.8;2.1;TIF13092021111752;free kick;Heades Dot in the Box
3;ROMA-SASSUOLO;ROMA;1;2;30;25;50.4;0.6;PIF13092021111726;play;Lateral Free Kicks
3;ROMA-SASSUOLO;ROMA;1;2;30;25;50.6;0.2;PIF13092021111726;free kick;Free Kicks came into the box
3;ROMA-SASSUOLO;SASSUOLO;1;2;32;25;72.4;10;ATT13092021112108;play;Goal Opportunity
3;ROMA-SASSUOLO;SASSUOLO;1;2;33;12;73;0.6;PIF13092021112330;play;Corner
3;ROMA-SASSUOLO;SASSUOLO;1;2;33;12;73.2;0.2;PIF13092021112330;free kick;Free Kicks came into the box
3;ROMA-SASSUOLO;ROMA;1;2;35;38;60.6;10;ATT13092021112839;play;Goal Opportunity
3;ROMA-SASSUOLO;ROMA;1;2;36;7;61.2;0.6;PIF13092021112930;play;Corner
3;ROMA-SASSUOLO;ROMA;1;2;36;7;61.4;0.2;PIF13092021112930;free kick;Free Kicks came into the box
3;ROMA-SASSUOLO;ROMA;1;2;36;38;62;0.6;PIF13092021113021;play;Corner
3;ROMA-SASSUOLO;ROMA;1;2;36;38;62.2;0.2;PIF13092021113021;free kick;Free Kicks came into the box
3;ROMA-SASSUOLO;ROMA;1;2;37;27;72.2;10;ATT13092021113346;play;Goal Opportunity
3;ROMA-SASSUOLO;ROMA;1;2;39;25;72.4;0.2;CRF13092021113538;play;Cross
3;ROMA-SASSUOLO;SASSUOLO;1;2;40;10;73.9;0.7;TIF13092021113723;play;Shots Outside the Box
3;ROMA-SASSUOLO;ROMA;1;2;40;36;72.6;0.2;CRF13092021113912;play;Cross
3;ROMA-SASSUOLO;SASSUOLO;1;2;41;6;77.9;4;ATT13092021114155;play;Promising Actions
3;ROMA-SASSUOLO;SASSUOLO;1;2;41;51;87.9;10;ATT13092021114420;play;Goal Opportunity
3;ROMA-SASSUOLO;ROMA;1;2;42;39;76.6;4;ATT13092021114849;play;Promising Actions
3;ROMA-SASSUOLO;ROMA;1;2;45;47;77.9;1.3;TIF13092021115424;play;Shots Inside the Box
3;ROMA-SASSUOLO;ROMA;2;2;45;47;77.9;0;RTF13092021115506;goal;Goal
3;BOLOGNA-VERONA;BOLOGNA;0;1;5;38;0.6;0.6;PIF14092021083527;play;Corner
3;BOLOGNA-VERONA;BOLOGNA;0;1;5;38;0.8;0.2;PIF14092021083527;free kick;Free Kicks came into the box
3;BOLOGNA-VERONA;BOLOGNA;0;1;5;39;2.9;2.1;TIF14092021083612;free kick;Heades Dot in the Box
3;BOLOGNA-VERONA;VERONA;0;1;6;19;0.2;0.2;CRF14092021083754;play;Cross
3;BOLOGNA-VERONA;VERONA;0;1;10;5;0.4;0.2;PLF14092021084124;play;Cross
3;BOLOGNA-VERONA;VERONA;0;1;10;7;1.1;0.7;TIF14092021084219;play;Shots Outside the Box
3;BOLOGNA-VERONA;VERONA;0;1;10;55;1.3;0.2;CRF14092021084439;play;Cross
3;BOLOGNA-VERONA;VERONA;0;1;12;29;1.5;0.2;PLF14092021084621;play;Cross
3;BOLOGNA-VERONA;BOLOGNA;0;1;19;51;3.6;0.7;TIF14092021085336;play;Shots Outside the Box
3;BOLOGNA-VERONA;VERONA;0;1;21;25;1.7;0.2;CRF14092021085533;play;Cross
3;BOLOGNA-VERONA;VERONA;0;1;22;25;1.9;0.2;CRF14092021085654;play;Cross
3;BOLOGNA-VERONA;VERONA;0;1;22;39;2.1;0.2;CRF14092021085735;play;Cross
3;BOLOGNA-VERONA;VERONA;0;1;23;16;2.7;0.6;PIF14092021085823;play;Corner
3;BOLOGNA-VERONA;VERONA;0;1;23;16;2.9;0.2;PIF14092021085823;free kick;Free Kicks came into the box
3;BOLOGNA-VERONA;VERONA;0;1;26;52;3.1;0.2;PLF14092021090316;play;Cross
3;BOLOGNA-VERONA;BOLOGNA;0;1;29;4;13.6;10;ATT14092021090526;play;Goal Opportunity
3;BOLOGNA-VERONA;BOLOGNA;0;1;31;32;15.7;2.1;TIF14092021090911;free kick;Heades Dot in the Box
3;BOLOGNA-VERONA;BOLOGNA;0;1;33;41;16.4;0.7;TIF14092021091142;play;Shots Outside the Box
3;BOLOGNA-VERONA;BOLOGNA;0;1;34;25;17;0.6;PIF14092021091242;play;Corner
3;BOLOGNA-VERONA;BOLOGNA;0;1;34;25;17.2;0.2;PIF14092021091242;free kick;Free Kicks came into the box
3;BOLOGNA-VERONA;BOLOGNA;0;1;35;55;17.4;0.2;CRF14092021125810;play;Cross
3;BOLOGNA-VERONA;BOLOGNA;0;1;37;29;17.6;0.2;PIF14092021091634;free kick;Free Kicks came into the box
3;BOLOGNA-VERONA;BOLOGNA;0;1;37;31;17.8;0.2;CRF14092021091632;free kick;Cross
3;BOLOGNA-VERONA;VERONA;0;1;41;36;3.7;0.6;PIF14092021092232;play;Corner
3;BOLOGNA-VERONA;VERONA;0;1;41;36;3.9;0.2;PIF14092021092232;free kick;Free Kicks came into the box
3;BOLOGNA-VERONA;VERONA;0;1;43;30;4.1;0.2;CRF14092021092433;play;Cross
3;BOLOGNA-VERONA;VERONA;0;1;43;32;6.2;2.1;TIF14092021092434;play;Heades Dot in the Box
3;BOLOGNA-VERONA;BOLOGNA;0;2;1;31;18;0.2;CRF14092021093551;play;Cross
3;BOLOGNA-VERONA;BOLOGNA;0;2;4;41;18.7;0.7;TIF14092021093942;free kick;Shots Outside the Box
3;BOLOGNA-VERONA;VERONA;0;2;5;22;6.4;0.2;CRF14092021094320;play;Cross
3;BOLOGNA-VERONA;BOLOGNA;0;2;6;35;18.9;0.2;CRF14092021094408;play;Cross
3;BOLOGNA-VERONA;BOLOGNA;0;2;6;45;19.1;0.2;CRF14092021094425;play;Cross
3;BOLOGNA-VERONA;VERONA;0;2;8;57;10.4;4;ATT14092021094724;play;Promising Actions
3;BOLOGNA-VERONA;VERONA;0;2;10;54;20.4;10;ATT14092021094833;play;Goal Opportunity
3;BOLOGNA-VERONA;VERONA;0;2;12;21;20.6;0.2;CRF14092021095201;play;Cross
3;BOLOGNA-VERONA;BOLOGNA;0;2;14;13;19.3;0.2;CRF14092021095338;play;Cross
3;BOLOGNA-VERONA;BOLOGNA;0;2;15;47;19.5;0.2;PIF14092021095440;free kick;Free Kicks came into the box
3;BOLOGNA-VERONA;BOLOGNA;0;2;16;24;20.1;0.6;PIF14092021095517;play;Corner
3;BOLOGNA-VERONA;BOLOGNA;0;2;16;24;30.1;10;PIF14092021095517;free kick;Goal Opportunity
3;BOLOGNA-VERONA;BOLOGNA;0;2;18;22;30.3;0.2;CRF14092021100248;play;Cross
3;BOLOGNA-VERONA;BOLOGNA;0;2;24;54;31;0.7;TIF14092021101125;play;Shots Outside the Box
3;BOLOGNA-VERONA;BOLOGNA;0;2;27;12;31.2;0.2;CRF14092021101314;free kick;Cross
3;BOLOGNA-VERONA;BOLOGNA;0;2;27;21;31.8;0.6;PIF14092021101322;play;Corner
3;BOLOGNA-VERONA;BOLOGNA;0;2;27;21;32;0.2;PIF14092021101322;free kick;Free Kicks came into the box
3;BOLOGNA-VERONA;BOLOGNA;0;2;32;29;32.2;0.2;CRF14092021101711;play;Cross
3;BOLOGNA-VERONA;BOLOGNA;0;2;33;4;32.9;0.7;TIF14092021101838;play;Shots Outside the Box
3;BOLOGNA-VERONA;BOLOGNA;1;2;33;4;32.9;0;RTF14092021101848;goal;Goal
3;BOLOGNA-VERONA;BOLOGNA;1;2;35;45;33.1;0.2;CRF14092021102229;play;Cross
3;BOLOGNA-VERONA;BOLOGNA;1;2;35;47;35.2;2.1;TIF14092021102232;play;Heades Dot in the Box
3;BOLOGNA-VERONA;BOLOGNA;1;2;39;57;35.4;0.2;PIF14092021102532;free kick;Free Kicks came into the box
3;BOLOGNA-VERONA;BOLOGNA;1;2;40;49;35.6;0.2;CRF14092021102619;play;Cross
3;BOLOGNA-VERONA;BOLOGNA;1;2;41;25;36.2;0.6;PIF14092021102710;play;Corner
3;BOLOGNA-VERONA;BOLOGNA;1;2;41;25;46.2;10;PIF14092021102710;free kick;Goal Opportunity
3;BOLOGNA-VERONA;BOLOGNA;1;2;47;50;46.9;0.7;TIF14092021103157;play;Shots Outside the Box
3;BOLOGNA-VERONA;BOLOGNA;1;2;48;31;47.5;0.6;PIF14092021103235;play;Corner
4;SASSUOLO-TORINO;TORINO;0;1;6;6;0.7;0.7;TIF18092021085334;play;Shots Outside the Box
4;SASSUOLO-TORINO;SASSUOLO;0;1;6;58;10;10;ATT18092021085556;play;Goal Opportunity
4;SASSUOLO-TORINO;TORINO;0;1;8;22;0.9;0.2;CRF18092021085925;free kick;Cross
4;SASSUOLO-TORINO;TORINO;0;1;10;11;1.1;0.2;CRF18092021090115;play;Cross
4;SASSUOLO-TORINO;SASSUOLO;0;1;13;0;10.7;0.7;TIF18092021090352;free kick;Shots Outside the Box
4;SASSUOLO-TORINO;SASSUOLO;0;1;13;31;11.3;0.6;PIF18092021090430;play;Corner
4;SASSUOLO-TORINO;SASSUOLO;0;1;13;31;11.5;0.2;PIF18092021090430;free kick;Free Kicks came into the box
4;SASSUOLO-TORINO;SASSUOLO;0;1;14;9;12.1;0.6;PIF18092021090509;play;Corner
4;SASSUOLO-TORINO;SASSUOLO;0;1;14;9;12.3;0.2;PIF18092021090509;free kick;Free Kicks came into the box
4;SASSUOLO-TORINO;TORINO;0;1;15;17;1.3;0.2;CRF18092021090556;play;Cross
4;SASSUOLO-TORINO;TORINO;0;1;16;46;2.6;1.3;TIF18092021090750;play;Shots Inside the Box
4;SASSUOLO-TORINO;TORINO;0;1;25;46;12.6;10;ATT18092021091650;play;Goal Opportunity
4;SASSUOLO-TORINO;TORINO;0;1;26;42;22.6;10;ATT18092021091926;play;Goal Opportunity
4;SASSUOLO-TORINO;TORINO;0;1;27;35;23.2;0.6;PIF18092021092100;play;Corner
4;SASSUOLO-TORINO;TORINO;0;1;27;35;23.4;0.2;PIF18092021092100;free kick;Free Kicks came into the box
4;SASSUOLO-TORINO;TORINO;0;1;27;38;25.5;2.1;TIF18092021092120;free kick;Heades Dot in the Box
4;SASSUOLO-TORINO;SASSUOLO;0;1;30;34;16.3;4;ATT18092021092351;play;Promising Actions
4;SASSUOLO-TORINO;TORINO;0;1;31;45;26.2;0.7;TIF18092021092513;play;Shots Outside the Box
4;SASSUOLO-TORINO;SASSUOLO;0;1;37;40;16.5;0.2;PLF18092021093001;play;Cross
4;SASSUOLO-TORINO;TORINO;0;1;39;26;36.2;10;ATT18092021093332;play;Goal Opportunity
4;SASSUOLO-TORINO;TORINO;0;1;40;9;36.8;0.6;PIF18092021093411;play;Corner
4;SASSUOLO-TORINO;TORINO;0;1;40;9;46.8;10;PIF18092021093411;free kick;Goal Opportunity
4;SASSUOLO-TORINO;TORINO;0;1;41;21;50.8;4;ATT18092021093718;play;Promising Actions
4;SASSUOLO-TORINO;TORINO;0;1;43;22;51.5;0.7;TIF18092021093812;play;Shots Outside the Box
4;SASSUOLO-TORINO;TORINO;0;1;43;52;51.7;0.2;PIF18092021093929;free kick;Free Kicks came into the box
4;SASSUOLO-TORINO;SASSUOLO;0;1;44;20;16.7;0.2;CRF18092021094025;play;Cross
4;SASSUOLO-TORINO;SASSUOLO;0;1;45;54;16.9;0.2;PIF18092021094156;free kick;Free Kicks came into the box
4;SASSUOLO-TORINO;SASSUOLO;0;1;46;13;17.5;0.6;PIF18092021094213;play;Corner
4;SASSUOLO-TORINO;SASSUOLO;0;1;46;13;17.7;0.2;PIF18092021094213;free kick;Free Kicks came into the box
4;SASSUOLO-TORINO;TORINO;0;2;2;59;61.7;10;ATT18092021095123;play;Goal Opportunity
4;SASSUOLO-TORINO;TORINO;0;2;5;25;61.9;0.2;PLF18092021095406;play;Cross
4;SASSUOLO-TORINO;TORINO;0;2;8;5;63.2;1.3;TIF18092021095627;play;Shots Inside the Box
4;SASSUOLO-TORINO;TORINO;0;2;8;49;63.4;0.2;CRF18092021095846;play;Cross
4;SASSUOLO-TORINO;SASSUOLO;0;2;11;30;21.7;4;ATT18092021100314;play;Promising Actions
4;SASSUOLO-TORINO;SASSUOLO;0;2;14;1;25.7;4;ATT18092021100638;play;Promising Actions
4;SASSUOLO-TORINO;SASSUOLO;0;2;15;39;27.5;1.8;PIF18092021100720;play;Central Free Kicks
4;SASSUOLO-TORINO;SASSUOLO;0;2;16;14;28.1;0.6;PIF18092021100812;play;Corner
4;SASSUOLO-TORINO;SASSUOLO;0;2;16;14;38.1;10;PIF18092021100812;free kick;Goal Opportunity
4;SASSUOLO-TORINO;TORINO;0;2;17;9;63.6;0.2;CRF18092021100931;play;Cross
4;SASSUOLO-TORINO;TORINO;0;2;21;25;63.8;0.2;PIF1631964794132-47;free kick;Free Kicks came into the box
4;SASSUOLO-TORINO;TORINO;0;2;21;44;64;0.2;CRF18092021101237;play;Cross
4;SASSUOLO-TORINO;TORINO;0;2;24;42;64.2;0.2;CRF18092021101431;play;Cross
4;SASSUOLO-TORINO;TORINO;0;2;26;22;74.2;10;ATT18092021101916;play;Goal Opportunity
4;SASSUOLO-TORINO;TORINO;0;2;32;33;74.4;0.2;PLF18092021102523;play;Cross
4;SASSUOLO-TORINO;SASSUOLO;0;2;33;20;38.7;0.6;PIF18092021102549;play;Corner
4;SASSUOLO-TORINO;SASSUOLO;0;2;33;20;38.9;0.2;PIF18092021102549;free kick;Free Kicks came into the box
4;SASSUOLO-TORINO;TORINO;0;2;33;52;74.6;0.2;CRF18092021102651;play;Cross
4;SASSUOLO-TORINO;TORINO;0;2;35;59;74.8;0.2;CRF18092021102844;play;Cross
4;SASSUOLO-TORINO;TORINO;0;2;36;35;75.4;0.6;PIF18092021102956;play;Corner
4;SASSUOLO-TORINO;TORINO;0;2;36;35;75.6;0.2;PIF18092021102956;free kick;Free Kicks came into the box
4;SASSUOLO-TORINO;TORINO;0;2;37;18;79.6;4;ATT18092021103119;play;Promising Actions
4;SASSUOLO-TORINO;TORINO;1;2;37;18;79.6;0;RTF18092021103134;goal;Goal
4;SASSUOLO-TORINO;TORINO;1;2;41;33;79.8;0.2;PIF1631964794132-39;free kick;Free Kicks came into the box
4;SASSUOLO-TORINO;SASSUOLO;0;2;44;44;41;2.1;TIF18092021103711;free kick;Heades Dot in the Box
4;SASSUOLO-TORINO;SASSUOLO;0;2;44;50;41.6;0.6;PIF18092021103623;play;Corner
4;SASSUOLO-TORINO;SASSUOLO;0;2;44;50;41.8;0.2;PIF18092021103623;free kick;Free Kicks came into the box
4;SASSUOLO-TORINO;TORINO;1;2;46;46;80.5;0.7;TIF18092021103844;play;Shots Outside the Box
4;SASSUOLO-TORINO;SASSUOLO;0;2;47;57;43.9;2.1;TIF18092021104025;play;Heades Dot in the Box
4;SASSUOLO-TORINO;SASSUOLO;0;2;49;10;44.6;0.7;TIF18092021104200;play;Shots Outside the Box
4;SASSUOLO-TORINO;TORINO;1;2;50;3;90.5;10;ATT18092021104345;play;Goal Opportunity
4;GENOA-FIORENTINA;FIORENTINA;0;1;1;16;0.6;0.6;PIF18092021174440;play;Corner
4;GENOA-FIORENTINA;FIORENTINA;0;1;1;16;0.8;0.2;PIF18092021174440;free kick;Free Kicks came into the box
4;GENOA-FIORENTINA;FIORENTINA;0;1;2;27;1.4;0.6;PIF18092021174520;play;Lateral Free Kicks
4;GENOA-FIORENTINA;FIORENTINA;0;1;2;27;1.6;0.2;PIF18092021174520;free kick;Free Kicks came into the box
4;GENOA-FIORENTINA;FIORENTINA;0;1;9;33;2.3;0.7;TIF18092021174922;play;Shots Outside the Box
4;GENOA-FIORENTINA;FIORENTINA;0;1;14;28;2.9;0.6;PIF18092021175312;play;Corner
4;GENOA-FIORENTINA;FIORENTINA;0;1;14;28;3.1;0.2;PIF18092021175312;free kick;Free Kicks came into the box
4;GENOA-FIORENTINA;FIORENTINA;0;1;14;29;3.3;0.2;PLF18092021175316;free kick;Cross
4;GENOA-FIORENTINA;FIORENTINA;0;1;16;21;5.1;1.8;PIF18092021175359;play;Central Free Kicks
4;GENOA-FIORENTINA;FIORENTINA;0;1;16;22;5.8;0.7;TIF18092021175402;free kick;Shots Outside the Box
4;GENOA-FIORENTINA;FIORENTINA;0;1;17;5;6.4;0.6;PIF18092021175446;play;Corner
4;GENOA-FIORENTINA;FIORENTINA;0;1;21;37;10.4;4;ATT18092021175726;play;Promising Actions
4;GENOA-FIORENTINA;FIORENTINA;0;1;24;28;11;0.6;PIF18092021175826;play;Corner
4;GENOA-FIORENTINA;FIORENTINA;0;1;24;28;11.2;0.2;PIF18092021175826;free kick;Free Kicks came into the box
4;GENOA-FIORENTINA;GENOA;0;1;24;47;10;10;ATT18092021175943;play;Goal Opportunity
4;GENOA-FIORENTINA;FIORENTINA;0;1;25;25;11.4;0.2;PIF1632032274924-11;free kick;Free Kicks came into the box
4;GENOA-FIORENTINA;FIORENTINA;0;1;31;43;11.6;0.2;PLF18092021180344;play;Cross
4;GENOA-FIORENTINA;FIORENTINA;0;1;32;0;15.6;4;ATT18092021180501;play;Promising Actions
4;GENOA-FIORENTINA;FIORENTINA;0;1;33;52;16.2;0.6;PIF18092021180526;play;Corner
4;GENOA-FIORENTINA;FIORENTINA;0;1;33;52;16.4;0.2;PIF18092021180526;free kick;Free Kicks came into the box
4;GENOA-FIORENTINA;FIORENTINA;0;1;33;53;16.6;0.2;CRF18092021180538;free kick;Cross
4;GENOA-FIORENTINA;FIORENTINA;0;1;34;16;17.2;0.6;PIF18092021180556;play;Corner
4;GENOA-FIORENTINA;FIORENTINA;0;1;37;11;17.4;0.2;PIF1632032274923-41;free kick;Free Kicks came into the box
4;GENOA-FIORENTINA;FIORENTINA;0;1;39;15;18.1;0.7;TIF18092021181234;play;Shots Outside the Box
4;GENOA-FIORENTINA;FIORENTINA;0;1;39;50;18.7;0.6;PIF18092021181329;play;Corner
4;GENOA-FIORENTINA;FIORENTINA;0;1;39;50;18.9;0.2;PIF18092021181329;free kick;Free Kicks came into the box
4;GENOA-FIORENTINA;FIORENTINA;0;1;40;50;19.1;0.2;CRF18092021181355;play;Cross
4;GENOA-FIORENTINA;FIORENTINA;0;1;44;40;19.3;0.2;CRF18092021181603;play;Cross
4;GENOA-FIORENTINA;GENOA;0;1;48;24;14;4;PIF18092021181733;free kick;Promising Situations
4;GENOA-FIORENTINA;FIORENTINA;0;1;49;30;19.5;0.2;PLF18092021181820;play;Cross
4;GENOA-FIORENTINA;FIORENTINA;0;1;49;47;19.7;0.2;CRF18092021181846;play;Cross
4;GENOA-FIORENTINA;FIORENTINA;0;2;2;30;23.7;4;ATT18092021182959;play;Promising Actions
4;GENOA-FIORENTINA;FIORENTINA;0;2;3;41;24.3;0.6;PIF18092021183046;play;Corner
4;GENOA-FIORENTINA;FIORENTINA;0;2;3;41;24.5;0.2;PIF18092021183046;free kick;Free Kicks came into the box
4;GENOA-FIORENTINA;FIORENTINA;0;2;3;44;26.6;2.1;TIF18092021183050;free kick;Heades Dot in the Box
4;GENOA-FIORENTINA;FIORENTINA;0;2;5;33;26.8;0.2;PLF18092021183339;play;Cross
4;GENOA-FIORENTINA;GENOA;0;2;13;49;14.7;0.7;TIF18092021183822;play;Shots Outside the Box
4;GENOA-FIORENTINA;FIORENTINA;0;2;15;3;28.1;1.3;TIF18092021184010;play;Shots Inside the Box
4;GENOA-FIORENTINA;FIORENTINA;1;2;15;3;28.1;0;RTF18092021184039;goal;Goal
4;GENOA-FIORENTINA;GENOA;0;2;19;50;14.9;0.2;CRF18092021184310;play;Cross
4;GENOA-FIORENTINA;FIORENTINA;1;2;23;58;28.3;0.2;CRF18092021184456;free kick;Cross
4;GENOA-FIORENTINA;FIORENTINA;1;2;24;1;29.6;1.3;TIF18092021184458;free kick;Shots Inside the Box
4;GENOA-FIORENTINA;FIORENTINA;1;2;24;35;30.2;0.6;PIF18092021184547;play;Corner
4;GENOA-FIORENTINA;FIORENTINA;1;2;24;35;30.4;0.2;PIF18092021184547;free kick;Free Kicks came into the box
4;GENOA-FIORENTINA;FIORENTINA;1;2;24;35;31.1;0.7;TIF18092021184553;free kick;Shots Outside the Box
4;GENOA-FIORENTINA;FIORENTINA;1;2;26;16;35.1;4;ATT18092021184745;play;Promising Actions
4;GENOA-FIORENTINA;FIORENTINA;1;2;32;52;35.7;0.6;PIF18092021185448;play;Corner
4;GENOA-FIORENTINA;FIORENTINA;1;2;32;52;35.9;0.2;PIF18092021185448;free kick;Free Kicks came into the box
4;GENOA-FIORENTINA;GENOA;0;2;33;50;18.9;4;ATT18092021185617;play;Promising Actions
4;GENOA-FIORENTINA;GENOA;0;2;34;10;19.5;0.6;PIF18092021185632;play;Corner
4;GENOA-FIORENTINA;GENOA;0;2;34;10;19.7;0.2;PIF18092021185632;free kick;Free Kicks came into the box
4;GENOA-FIORENTINA;GENOA;0;2;34;12;21.8;2.1;TIF18092021185636;free kick;Heades Dot in the Box
4;GENOA-FIORENTINA;FIORENTINA;1;2;43;6;39.9;4;ATT18092021190339;play;Promising Actions
4;GENOA-FIORENTINA;FIORENTINA;2;2;43;6;39.9;0;RTF18092021190402;goal;Goal
4;GENOA-FIORENTINA;GENOA;0;2;48;56;22;0.2;CRF18092021190540;play;Cross
4;GENOA-FIORENTINA;FIORENTINA;2;2;49;39;43.9;4;ATT18092021190715;play;Promising Actions
4;GENOA-FIORENTINA;FIORENTINA;2;2;50;18;44.5;0.6;PIF18092021190743;play;Corner
4;GENOA-FIORENTINA;GENOA;0;2;50;59;37;15;FAF1632032274920-11;play;Penalties
4;GENOA-FIORENTINA;GENOA;1;2;52;55;37;0;RTF18092021190944;goal;Goal
4;INTER-BOLOGNA;INTER;1;1;5;29;0;0;RTF19092021084340;goal;Goal
4;INTER-BOLOGNA;INTER;1;1;5;29;10;10;ATT19092021084235;play;Goal Opportunity
4;INTER-BOLOGNA;BOLOGNA;0;1;12;36;0.2;0.2;PIF19092021084958;free kick;Free Kicks came into the box
4;INTER-BOLOGNA;BOLOGNA;0;1;18;30;10.2;10;ATT19092021085508;play;Goal Opportunity
4;INTER-BOLOGNA;INTER;1;1;21;2;10.7;0.7;TIF19092021085938;play;Shots Outside the Box
4;INTER-BOLOGNA;INTER;1;1;24;49;10.9;0.2;CRF19092021090356;play;Cross
4;INTER-BOLOGNA;BOLOGNA;0;1;27;30;10.4;0.2;CRF19092021090844;play;Cross
4;INTER-BOLOGNA;INTER;1;1;29;23;11.1;0.2;CRF19092021091111;play;Cross
4;INTER-BOLOGNA;INTER;1;1;30;2;11.7;0.6;PIF19092021091211;play;Corner
4;INTER-BOLOGNA;INTER;1;1;30;2;21.7;10;PIF19092021091211;free kick;Goal Opportunity
4;INTER-BOLOGNA;INTER;2;1;30;2;21.7;0;RTF19092021091319;goal;Goal
4;INTER-BOLOGNA;INTER;3;1;33;43;21.7;0;RTF19092021091840;goal;Goal
